orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,Population de l'Aire de Santé
République Démocratique du Congo,bu Bas Uele Province,bu Monga Zone de Santé,bu Sombe Aire de Santé,ZXWPG1M1cQW,bu Sombe Aire de Santé,52330310,,2020,2020,2020,,10380
République Démocratique du Congo,bu Bas Uele Province,bu Buta Zone de Santé,bu Sukisa Aire de Santé,aDZYDp6u5je,bu Sukisa Aire de Santé,52310113,,2020,2020,2020,,17695
République Démocratique du Congo,bu Bas Uele Province,bu Titule Zone de Santé,bu Titule 1 Aire de Santé,WRpbruHON2h,bu Titule 1 Aire de Santé,52310210,,2020,2020,2020,,6350
République Démocratique du Congo,bu Bas Uele Province,bu Titule Zone de Santé,bu Titule 2 Aire de Santé,rPDvZv5GXL6,bu Titule 2 Aire de Santé,52310211,,2020,2020,2020,,14109
République Démocratique du Congo,bu Bas Uele Province,bu Likati Zone de Santé,bu Tobongisa Aire de Santé,lXKvm3ipBN1,bu Tobongisa Aire de Santé,52320211,,2020,2020,2020,,10570
République Démocratique du Congo,bu Bas Uele Province,bu Bondo Zone de Santé,bu Tomibikisa Aire de Santé,imGNRBiGBAA,bu Tomibikisa Aire de Santé,52330112,,2020,2020,2020,,12400
République Démocratique du Congo,bu Bas Uele Province,bu Buta Zone de Santé,bu Triangle Aire de Santé,Qe8dn1COiqb,bu Triangle Aire de Santé,52310114,,2020,2020,2020,,19989
République Démocratique du Congo,bu Bas Uele Province,bu Viadana Zone de Santé,bu Viadana Aire de Santé,Si0KpfNPePg,bu Viadana Aire de Santé,52360212,,2020,2020,2020,,8147
République Démocratique du Congo,bu Bas Uele Province,bu Viadana Zone de Santé,bu Vungba Aire de Santé,SLa9K8ituvc,bu Vungba Aire de Santé,52360213,,2020,2020,2020,,5975
République Démocratique du Congo,bu Bas Uele Province,bu Aketi Zone de Santé,bu Wela Aire de Santé,caeFvfFuM8S,bu Wela Aire de Santé,52320117,,2020,2020,2020,,6491
République Démocratique du Congo,bu Bas Uele Province,bu Bondo Zone de Santé,bu Yakpa Aire de Santé,H9d4yw8Z3oS,bu Yakpa Aire de Santé,52330113,,2020,2020,2020,,8768
République Démocratique du Congo,bu Bas Uele Province,bu Ango Zone de Santé,bu Yassa Aire de Santé,NSIfV0jUkBM,bu Yassa Aire de Santé,52340122,,2020,2020,2020,,4376
République Démocratique du Congo,bu Bas Uele Province,bu Buta Zone de Santé,bu Yema Aire de Santé,YFE6KCniuW4,bu Yema Aire de Santé,52310115,,2020,2020,2020,,7781
République Démocratique du Congo,bu Bas Uele Province,bu Buta Zone de Santé,bu Yeme Aire de Santé,UwAmCtcg6pv,bu Yeme Aire de Santé,52310116,,2020,2020,2020,,7716
République Démocratique du Congo,bu Bas Uele Province,bu Poko Zone de Santé,bu Yuma Aire de Santé,En8bzjDRHia,bu Yuma Aire de Santé,52360118,,2020,2020,2020,,5845
République Démocratique du Congo,bu Bas Uele Province,bu Ango Zone de Santé,bu Zamoy Aire de Santé,RTZC5jhk4yE,bu Zamoy Aire de Santé,52340123,,2020,2020,2020,,4501
République Démocratique du Congo,bu Bas Uele Province,bu Ganga Zone de Santé,bu Zobia Aire de Santé,ebVLzCmZe9U,bu Zobia Aire de Santé,52350119,,2020,2020,2020,,11422
République Démocratique du Congo,eq Equateur Province,eq Ntondo Zone de Santé,eq  Moebe Aire de Santé,r2AiJF5pVd8,eq  Moebe Aire de Santé,41240307,,2020,2020,2020,,
République Démocratique du Congo,eq Equateur Province,eq Lukolela Zone de Santé,eq  XNdongo Bokoko Aire de santé,gXkcWjDO68C,eq  XNdongo Bokoko Aire de santé,,,2020,2020,2020,,
République Démocratique du Congo,eq Equateur Province,eq Wangata Zone de Santé,eq Artisanal Aire de Santé,bzC9hRDo1q4,eq Artisanal Aire de Santé,41110101,,2020,2020,2020,,27797
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bafumba Aire de Santé,OCAisZ0TDey,eq Bafumba Aire de Santé,41210101,,2020,2020,2020,,22936
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Bakandja Aire de Santé,VoDfnyDRLDn,eq Bakandja Aire de Santé,41230101,,2020,2020,2020,,9279
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Balangala Aire de Santé,I8KW3uYpGE7,eq Balangala Aire de Santé,41210102,,2020,2020,2020,,13427
République Démocratique du Congo,eq Equateur Province,eq Mbandaka Zone de Santé,eq Bamanya Aire de Santé,WpJzJLs9ONq,eq Bamanya Aire de Santé,41120101,,2020,2020,2020,,8103
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Basengela Kimbangu Aire de Santé,HJRaVcTaQSn,eq Basengela Kimbangu Aire de Santé,41210103,,2020,2020,2020,,12202
République Démocratique du Congo,eq Equateur Province,eq Mbandaka Zone de Santé,eq Basoko Aire de Santé,bXIiOoCStpF,eq Basoko Aire de Santé,41120102,,2020,2020,2020,,16141
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Batsina Bakaala Aire de Santé,bJYuOFfiWBx,eq Batsina Bakaala Aire de Santé,41230102,,2020,2020,2020,,14554
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Batsina Lifumba Aire de Santé,fFbzQnXSMpp,eq Batsina Lifumba Aire de Santé,41230103,,2020,2020,2020,,8405
République Démocratique du Congo,eq Equateur Province,eq Lotumbe Zone de Santé,eq Befili Aire de Santé,TiFUWycIegb,eq Befili Aire de Santé,41230201,,2020,2020,2020,,5082
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bekungu Aire de Santé,Ylv3rPj6mEr,eq Bekungu Aire de Santé,41220301,,2020,2020,2020,,5963
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Belolo Aire de Santé,EpnwPjotAcs,eq Belolo Aire de Santé,41220302,,2020,2020,2020,,5987
République Démocratique du Congo,eq Equateur Province,eq Lotumbe Zone de Santé,eq Belondo Aire de Santé,G3re7kehhfB,eq Belondo Aire de Santé,41230202,,2020,2020,2020,,6021
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Belonga Aire de Santé,PBHcFo5upis,eq Belonga Aire de Santé,41220101,,2020,2020,2020,,10157
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Bempumba Aire de Santé,u4enpTAX7c6,eq Bempumba Aire de Santé,41230104,,2020,2020,2020,,7464
République Démocratique du Congo,eq Equateur Province,eq Lotumbe Zone de Santé,eq Besombo Aire de Santé,wEl0VqHTHxg,eq Besombo Aire de Santé,41230203,,2020,2020,2020,,6804
République Démocratique du Congo,eq Equateur Province,eq Lotumbe Zone de Santé,eq Betsimbola Aire de Santé,RMrOspGTK8h,eq Betsimbola Aire de Santé,41230204,,2020,2020,2020,,4947
République Démocratique du Congo,eq Equateur Province,eq Bomongo Zone de Santé,eq Bikondo Aire de Santé,GH2Zrfki6xJ,eq Bikondo Aire de Santé,41270101,,2020,2020,2020,,5331
République Démocratique du Congo,eq Equateur Province,eq Bikoro Zone de Santé,eq Bikoro Aire de Santé,aZA7ovM32AA,eq Bikoro Aire de Santé,41240101,,2020,2020,2020,,20533
République Démocratique du Congo,eq Equateur Province,eq Bikoro Zone de Santé,eq Bobala Aire de Santé,SoJSIeackQm,eq Bobala Aire de Santé,41240102,,2020,2020,2020,,6506
République Démocratique du Congo,eq Equateur Province,eq Djombo Zone de Santé,eq Bobambo Aire de Santé,cm6Y5ECKy45,eq Bobambo Aire de Santé,41210201,,2020,2020,2020,,8434
République Démocratique du Congo,eq Equateur Province,eq Lilanga Bobangi Zone de Santé,eq Bobanga Aire de Santé,tq8Tv5QcVVx,eq Bobanga Aire de Santé,41270201,,2020,2020,2020,,7054
République Démocratique du Congo,eq Equateur Province,eq Lilanga Bobangi Zone de Santé,eq Bobangi Aire de Santé,KirGDLzoXQQ,eq Bobangi Aire de Santé,41270202,,2020,2020,2020,,7452
République Démocratique du Congo,eq Equateur Province,eq Makanza Zone de Santé,eq Boboka Aire de Santé,pMF2GT5mmpO,eq Boboka Aire de Santé,41270301,,2020,2020,2020,,5321
République Démocratique du Congo,eq Equateur Province,eq Bomongo Zone de Santé,eq Boboke Aire de Santé,guyfiP7Gi0K,eq Boboke Aire de Santé,41270102,,2020,2020,2020,,8609
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Boboto Aire de Santé,cNaph8im4nr,eq Boboto Aire de Santé,41210104,,2020,2020,2020,,13528
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Boende Etoo Aire de Santé,Rfj3pvC6XG2,eq Boende Etoo Aire de Santé,41230105,,2020,2020,2020,,6292
République Démocratique du Congo,eq Equateur Province,eq Lotumbe Zone de Santé,eq Bofandjua Aire de Santé,SIjUmiLauee,eq Bofandjua Aire de Santé,41230205,,2020,2020,2020,,6816
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Bogbonga Aire de Santé,XpBaDjLrmHS,eq Bogbonga Aire de Santé,41220102,,2020,2020,2020,,12173
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bokakata Aire de Santé,bCphqB413fS,eq Bokakata Aire de Santé,41210105,,2020,2020,2020,,10057
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bokala Aire de Santé,Jcy17rICK99,eq Bokala Aire de Santé,41210106,,2020,2020,2020,,10915
République Démocratique du Congo,eq Equateur Province,eq Lotumbe Zone de Santé,eq Bokala Aire de Santé,JYWTPEmlur5,eq Bokala Aire de Santé,,,2020,2020,2020,,7950
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Bokamba Ngombe Aire de Santé,IqVUL6ij56z,eq Bokamba Ngombe Aire de Santé,41230106,,2020,2020,2020,,10553
République Démocratique du Congo,eq Equateur Province,eq Lukolela Zone de Santé,eq Bokangamoy Aire de Santé,a3tDzVPRjCY,eq Bokangamoy Aire de Santé,41250101,,2020,2020,2020,,13349
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Bokatola Aire de Santé,rLAUgBCrtPa,eq Bokatola Aire de Santé,41230107,,2020,2020,2020,,11980
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bokeka Aire de Santé,wWgt8PKjlDA,eq Bokeka Aire de Santé,41210107,,2020,2020,2020,,11510
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bokele Aire de Santé,WoC9soPuCuA,eq Bokele Aire de Santé,41210108,,2020,2020,2020,,6901
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bokenyola Aire de Santé,ipBGegq4XM8,eq Bokenyola Aire de Santé,41220303,,2020,2020,2020,,5687
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bokolomongo Aire de Santé,DjBMAZ317SK,eq Bokolomongo Aire de Santé,41220304,,2020,2020,2020,,7284
République Démocratique du Congo,eq Equateur Province,eq Mampoko Zone de Santé,eq Bokolomwaki Aire de Santé,hp344M2yv3a,eq Bokolomwaki Aire de Santé,41220201,,2020,2020,2020,,8198
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bokolongo Aire de Santé,I11ouyBd76J,eq Bokolongo Aire de Santé,,,2020,2020,2020,,5292
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bokolongo Aire de Santé,YAhT9iRILpv,eq Bokolongo Aire de Santé,41210109,,2020,2020,2020,,6375
République Démocratique du Congo,eq Equateur Province,eq Bomongo Zone de Santé,eq Bokondo Aire de Santé,hE2zeLH4ZPx,eq Bokondo Aire de Santé,41270103,,2020,2020,2020,,7758
République Démocratique du Congo,eq Equateur Province,eq Iboko Zone de Santé,eq Bokondo Buna Aire de Santé,uhKhNFS1g24,eq Bokondo Buna Aire de Santé,41240201,,2020,2020,2020,,5308
République Démocratique du Congo,eq Equateur Province,eq Bikoro Zone de Santé,eq Bokonga Aire de Santé,nWjjK9xMTGD,eq Bokonga Aire de Santé,41240103,,2020,2020,2020,,7086
République Démocratique du Congo,eq Equateur Province,eq Iboko Zone de Santé,eq Bokongo Aire de Santé,tBgRZ0PqTU9,eq Bokongo Aire de Santé,41240202,,2020,2020,2020,,14830
République Démocratique du Congo,eq Equateur Province,eq Makanza Zone de Santé,eq Bokonzi Aire de Santé,ZaoTDcwg5DQ,eq Bokonzi Aire de Santé,41270302,,2020,2020,2020,,8034
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bokote Aire de Santé,i2tUkwP1CKx,eq Bokote Aire de Santé,41220306,,2020,2020,2020,,13049
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Bokuma Aire de Santé,c2ymnq1BaA1,eq Bokuma Aire de Santé,41230108,,2020,2020,2020,,10535
République Démocratique du Congo,eq Equateur Province,eq Bikoro Zone de Santé,eq Bolaka Aire de Santé,hf6YPyjLgYV,eq Bolaka Aire de Santé,41240104,,2020,2020,2020,,10279
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bolanda Aire de Santé,OEK7lYLKwgb,eq Bolanda Aire de Santé,41220307,,2020,2020,2020,,5620
République Démocratique du Congo,eq Equateur Province,eq Bomongo Zone de Santé,eq Bolebo Aire de Santé,go4P8KFNKwT,eq Bolebo Aire de Santé,41270104,,2020,2020,2020,,8534
République Démocratique du Congo,eq Equateur Province,eq Lotumbe Zone de Santé,eq Bolena Aire de Santé,vGRjmXZZcTo,eq Bolena Aire de Santé,41230207,,2020,2020,2020,,8309
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Bolenge Aire de Santé,kIkok2Pnxl2,eq Bolenge Aire de Santé,,,2020,2020,2020,,5679
République Démocratique du Congo,eq Equateur Province,eq Bolenge Zone de Santé,eq Bolenge Aire de Santé,oLKkWq6uz6R,eq Bolenge Aire de Santé,41110202,,2020,2020,2020,,25574
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Bolima Aire de Santé,Deoz1EFzRqX,eq Bolima Aire de Santé,41220104,,2020,2020,2020,,7667
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bolima Toenga Aire de Santé,Aa06rhjG4yZ,eq Bolima Toenga Aire de Santé,41210110,,2020,2020,2020,,7319
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Bolomba Aire de Santé,h9BngYWcx5d,eq Bolomba Aire de Santé,41220105,,2020,2020,2020,,28979
République Démocratique du Congo,eq Equateur Province,eq Makanza Zone de Santé,eq Bolombo Aire de Santé,g0Rmj4v3rp6,eq Bolombo Aire de Santé,41270303,,2020,2020,2020,,8605
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bolombo Mengi Aire de Santé,zwGvUdgp3bu,eq Bolombo Mengi Aire de Santé,41210111,,2020,2020,2020,,8740
République Démocratique du Congo,eq Equateur Province,eq Mampoko Zone de Santé,eq Bolongo Aire de Santé,jSs81rOJkyR,eq Bolongo Aire de Santé,41220202,,2020,2020,2020,,7810
République Démocratique du Congo,eq Equateur Province,eq Lilanga Bobangi Zone de Santé,eq Bomali Ndjondo Ngiri Aire de Santé,PsN7rkBKMNk,eq Bomali Ndjondo Ngiri Aire de Santé,41270203,,2020,2020,2020,,5989
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Bombimba Aire de Santé,HZgEd3kEmIw,eq Bombimba Aire de Santé,41220106,,2020,2020,2020,,7887
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Bomenge Aire de Santé,T8Ez7DI28AL,eq Bomenge Aire de Santé,41220107,,2020,2020,2020,,9417
République Démocratique du Congo,eq Equateur Province,eq Bomongo Zone de Santé,eq Bomongo Aire de Santé,J4D7dwnYjCp,eq Bomongo Aire de Santé,41270105,,2020,2020,2020,,17850
République Démocratique du Congo,eq Equateur Province,eq Mbandaka Zone de Santé,eq Bondo Aire de Santé,d3bDV9dXIas,eq Bondo Aire de Santé,41120103,,2020,2020,2020,,8727
République Démocratique du Congo,eq Equateur Province,eq Iboko Zone de Santé,eq Bondongo Aire de Santé,CwaKwvKuKeE,eq Bondongo Aire de Santé,41240203,,2020,2020,2020,,9126
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bongale Aire de Santé,KU3bgiB8W03,eq Bongale Aire de Santé,41220308,,2020,2020,2020,,6127
République Démocratique du Congo,eq Equateur Province,eq Bomongo Zone de Santé,eq Bonganzi Aire de Santé,cbTmJT4rbme,eq Bonganzi Aire de Santé,41270106,,2020,2020,2020,,3329
République Démocratique du Congo,eq Equateur Province,eq Bomongo Zone de Santé,eq Bongenye Aire de Santé,DRftyEe0fRi,eq Bongenye Aire de Santé,41270107,,2020,2020,2020,,10514
République Démocratique du Congo,eq Equateur Province,eq Monieka Zone de Santé,eq Bongila Aire de Santé,bCe32u4LalD,eq Bongila Aire de Santé,41220309,,2020,2020,2020,,6028
République Démocratique du Congo,eq Equateur Province,eq Basankusu Zone de Santé,eq Bongilima Aire de Santé,pJ1ieOmd9dU,eq Bongilima Aire de Santé,41210112,,2020,2020,2020,,5502
République Démocratique du Congo,eq Equateur Province,eq Makanza Zone de Santé,eq Bonginda Aire de Santé,Dkp7e9gG4Xg,eq Bonginda Aire de Santé,41270304,,2020,2020,2020,,7378
République Démocratique du Congo,eq Equateur Province,eq Lukolela Zone de Santé,eq Bongonda Aire de Santé,FnbndlWPNlQ,eq Bongonda Aire de Santé,41250102,,2020,2020,2020,,19341
République Démocratique du Congo,eq Equateur Province,eq Bolenge Zone de Santé,eq Bongonde Aire de Santé,PVbsXIEl12A,eq Bongonde Aire de Santé,41110203,,2020,2020,2020,,12250
République Démocratique du Congo,eq Equateur Province,eq Makanza Zone de Santé,eq Bongwele Aire de Santé,BhtHEwFwvMF,eq Bongwele Aire de Santé,41270305,,2020,2020,2020,,9130
République Démocratique du Congo,eq Equateur Province,eq Bolenge Zone de Santé,eq Bonsole Lofosola Aire de Santé,YEkfL6Syvi7,eq Bonsole Lofosola Aire de Santé,41110204,,2020,2020,2020,,8115
République Démocratique du Congo,eq Equateur Province,eq Bolenge Zone de Santé,eq Bonsole Rive Aire de Santé,N4IdwDIlheS,eq Bonsole Rive Aire de Santé,41110205,,2020,2020,2020,,6951
République Démocratique du Congo,eq Equateur Province,eq Ingende Zone de Santé,eq Bontole Aire de Santé,TGjAhbBcdce,eq Bontole Aire de Santé,41230109,,2020,2020,2020,,10723
République Démocratique du Congo,eq Equateur Province,eq Bolomba Zone de Santé,eq Bonyeka Aire de Santé,TUR8gi3cAE1,eq Bonyeka Aire de Santé,41220108,,2020,2020,2020,,7699
République Démocratique du Congo,eq Equateur Province,eq Irebu Zone de Santé,eq Bosango Aire de Santé,JKArSRXd5dX,eq Bosango Aire de Santé,41250201,,2020,2020,2020,,3137
République Démocratique du Congo,eq Equateur Province,eq Djombo Zone de Santé,eq Boso Ebonga Aire de Santé,UEm1ldkzSLf,eq Boso Ebonga Aire de Santé,41210202,,2020,2020,2020,,4985
République Démocratique du Congo,eq Equateur Province,eq Djombo Zone de Santé,eq Boso Gba Aire de Santé,tajm3bO6VA5,eq Boso Gba Aire de Santé,41210203,,2020,2020,2020,,8273
République Démocratique du Congo,eq Equateur Province,eq Djombo Zone de Santé,eq Boso Maswa Aire de Santé,SgfK0w159wS,eq Boso Maswa Aire de Santé,41210204,,2020,2020,2020,,8702
République Démocratique du Congo,eq Equateur Province,eq Djombo Zone de Santé,eq Boso Ngombo Aire de Santé,iLOJ8VSRcyn,eq Boso Ngombo Aire de Santé,41210206,,2020,2020,2020,,7386
République Démocratique du Congo,eq Equateur Province,eq Djombo Zone de Santé,eq Boso Ngubu Aire de Santé,pv4zFzcvu7P,eq Boso Ngubu Aire de Santé,41210207,,2020,2020,2020,,7091
République Démocratique du Congo,eq Equateur Province,eq Djombo Zone de Santé,eq Boso Ngwanza Aire de Santé,vqlr3qzOFYb,eq Boso Ngwanza Aire de Santé,41210208,,2020,2020,2020,,8406
République Démocratique du Congo,eq Equateur Province,eq Mampoko Zone de Santé,eq Bosoasuka Aire de Santé,rrNYmWqTzDS,eq Bosoasuka Aire de Santé,41220203,,2020,2020,2020,,12681
